views,likes,comments,watch_duration,shares,title_length,description_length,edge_intensity,color_histogram,spectral_entropy,audio_intensity,engagement_score
54,10,0,62.748161213034535,0,45,742,0.21328581350175224,0.8316838752632288,0.5505137965284606,0.1654135330619,0
54,9,2,61.19073223007389,1,21,855,0.3298259977414136,0.7114250040123233,0.4634541832437405,0.724389371041008,1
56,11,4,63.852117439361706,1,56,265,0.05272817252026393,0.8310858383981771,0.46436133838892585,0.6148820180941451,1
48,13,1,72.96154671155816,2,15,269,0.20880878618428808,0.8873985978568101,0.3860057151744984,0.06418813850204297,1
44,6,0,90.84915725818061,1,52,82,0.4411954422592839,0.48764081249297064,0.4786255633203116,0.8523144118070521,0
47,10,1,81.41363707207897,1,35,608,0.14780868739376454,0.9442348519149836,0.5770930399474832,0.5551612304492004,1
47,5,3,64.98141956286742,0,65,28,0.28009097678234735,0.7497048126392766,0.53594382156004,0.21424458225513243,0
42,7,3,60.511351815411935,0,49,689,0.12012750214247389,0.9382030699677214,0.5383176643148068,0.9052092097509704,1
47,9,0,43.314888131968445,1,35,983,0.5755908651450962,0.6698585314768492,0.311489919876927,0.5861513767083942,1
40,4,4,59.90282794621773,1,68,43,0.06262285928910136,0.8202498519308683,0.468705139947117,0.9828559392969507,1
48,10,3,53.52396233488811,0,11,715,0.30294573760359683,0.7037686046594447,0.4510037800309788,0.31493281598930567,1
53,9,3,70.81774861168387,0,56,738,0.581942574573426,0.8625919733593949,0.4774951620504358,0.4754107101461478,1
53,18,2,95.02862010427933,0,97,202,0.2812610136698885,0.7896485279368484,0.4772073034933253,0.14107506181848606,1
41,9,1,64.072167517594,0,66,988,0.4336515968642786,0.897017675953485,0.6134381435677194,0.8050462108633152,1
52,8,5,48.209068464273194,0,24,423,0.1750300789379289,0.7561694324495561,0.30878891798304914,0.1586605088814248,1
48,6,5,67.06007023524039,1,64,581,0.22748881301898202,0.42303780215711956,0.46910682850119567,0.3499794459370926,1
41,4,2,63.387718103690815,0,7,882,0.3085745449371734,0.6847615423420523,0.41236364591438995,0.31563151790913047,0
42,5,2,88.91638017927829,0,47,179,0.2626844963819239,0.5364827161122483,0.5162848678909867,0.6669138499205579,0
43,10,1,41.72801780807582,1,57,154,0.12973424482805854,0.9033330384794489,0.3695826242274098,0.2159201491121827,1
51,13,5,55.12544832393574,4,62,823,0.3793523636798685,0.9084883068700692,0.41710671575218333,0.6277398346400112,1
59,9,4,81.4149307570861,1,13,280,0.10705404626154097,0.6425717695483024,0.5159525794515536,0.909592899335638,1
47,9,2,46.456620898432305,1,30,658,0.17975773664636535,0.7079317759159798,0.4938231637452446,0.8243525572893623,1
51,9,4,78.60682332238277,0,71,403,0.4914703753681505,0.7299041647434636,0.57757451421325,0.4801234242489968,1
51,11,1,60.019721148917206,1,91,853,0.23206412180528732,0.8832514123422112,0.5135077473016076,0.26316126691893504,1
48,7,1,85.39395457195265,0,63,668,0.0782056233932575,0.5633626443448042,0.5288629983546167,0.12135670510648677,0
41,13,3,69.26557271348875,1,25,301,0.3344466529807634,0.910322650619482,0.5961095249361794,0.5923986897088004,1
49,11,3,67.60499775473623,0,49,484,0.20570577823694314,0.7390249498230754,0.5028704123270306,0.5336026171722573,1
56,16,3,78.98206716523433,0,39,305,0.3365455530311196,0.7696914462213486,0.6673788102873838,0.3692368909250636,1
58,10,3,70.28586646200012,0,38,280,0.3494950118478713,0.7343467638272759,0.5456984873515528,0.7071624001826181,1
49,10,1,51.45821171166608,0,89,190,0.45960419850565215,0.725541628936764,0.5006607038703788,0.15184904328599003,1
72,16,3,62.187383705977425,0,71,679,0.16222342657707947,0.6639175859220688,0.43071358569129314,0.6024379662900664,1
55,13,3,45.592755925502296,0,74,777,0.09449414923511501,0.8847843669723515,0.5987900069696703,0.07490626445039517,1
48,4,1,57.034954320547634,0,40,773,0.5014784443975314,0.5183336513925318,0.5729170824326079,0.15461575847092124,0
52,19,2,37.91787422972164,0,38,387,0.16944606154498013,0.5841920399311125,0.6677998713772504,0.9108709299217879,1
54,15,3,100.0,0,10,857,0.3787206470915718,0.9473430326841269,0.4849450862214323,0.39797593066061443,1
38,5,4,69.60519700202599,1,47,155,0.30011649542116925,0.7978507009398322,0.4876512526753163,0.5643290736741398,1
45,9,1,77.99589250872646,0,51,243,0.3839796889281109,0.4784216529300679,0.46540968610442346,0.7550754575002101,1
49,8,2,57.47135315077933,1,7,607,0.1710163278771992,0.9814600711167697,0.39713406853251604,0.1337742161651958,1
47,13,6,77.88476219032678,0,7,621,0.1770606021855768,0.9483705103816663,0.4301397757480505,0.7678937336179861,1
52,12,1,81.60684746859238,0,40,207,0.2348681549389471,0.6047021700755338,0.48571765849778237,0.03673487016281385,1
47,7,3,84.04349709251892,0,56,295,0.34971145199713155,0.8364031438449291,0.40201239598547234,0.9989561704324288,1
49,5,1,68.76061438772886,0,87,955,0.07485113598698759,0.756853149692406,0.6797863043353687,0.858267100763717,0
57,10,5,85.23151592624345,1,84,891,0.004958353305225502,0.39773828124476834,0.4772473605144264,0.703447057753533,1
52,6,2,60.88520502477657,0,78,736,0.5063833963057603,0.5760475860992896,0.4582800535760376,0.523859030678248,0
57,8,6,75.61225303875139,0,37,363,0.19336708364385555,0.5450744632847392,0.5934948284426652,0.7907909349327372,1
58,13,1,70.72406108418691,2,5,757,0.1769498448330602,0.646270191291174,0.5319976172038519,0.46710203129346617,1
56,13,3,52.37272814248733,1,76,859,0.1701124056151529,0.3545952042634533,0.4784049453129434,0.10811918567218226,1
48,9,3,42.55274835718928,0,97,291,0.25339860253771973,0.8660432853583949,0.5024957525713739,0.776475809616013,1
51,11,3,65.5152678603918,1,48,680,0.15890369522019768,0.7496533819780862,0.4545068241546847,0.8727738850420187,1
44,6,0,65.57016575991024,0,38,655,0.05727761097393705,0.49890730409344436,0.4856261379860287,0.29795507338187155,0
51,9,2,65.95548138587229,0,41,519,0.31805645490214396,0.7156593649115754,0.5221211666371038,0.45300880227831586,1
36,8,1,85.7497706787283,0,15,778,0.2933918486525436,0.9039761875086355,0.49117667950507576,0.06548324819732154,1
56,10,2,90.64289174103757,0,55,973,0.2411499715188074,0.4004796118045266,0.3482608456001539,0.06718805087376012,1
44,8,3,79.8582153461068,2,15,105,0.2093786056673667,0.6606615302157055,0.52078776060044,0.49589613165470925,1
38,5,0,78.80867044802024,0,27,754,0.40436270670077756,0.5011117350043405,0.5167947097161842,0.898813040235778,0
42,9,3,68.80120280167176,0,40,616,0.12023515696080882,0.8044071875000375,0.5094282250887133,0.3124415622522856,1
43,11,2,72.64875178326702,0,56,734,0.09166985523079446,0.773559649954853,0.3903078477227079,0.24388048615543012,1
34,7,0,76.44361675319351,0,65,296,0.764218411847561,0.6741916399453386,0.5297566993652975,0.1532816924980901,0
50,7,1,72.10090722824951,0,36,703,0.3126377955239627,0.8067438947065235,0.6627006246970871,0.9992103200708881,0
47,12,1,78.88823452830819,0,77,363,0.2807961040759639,0.8975998958183538,0.21877091468947396,0.1299201955805861,1
41,5,2,70.68696976090675,0,56,100,0.4367425176760228,0.7302906132945081,0.19262945638263712,0.8647416064292246,0
36,7,2,62.571631918277845,0,97,145,0.24700062113415783,0.5641907797884738,0.6300643650730575,0.2752379168434368,1
51,8,3,73.92212612976799,2,15,408,0.7171677549357212,0.845209020143821,0.5230721714737823,0.9434292464726864,1
60,17,6,66.45994826377972,0,40,414,0.15074839286143762,0.6748691990875398,0.5155723710797173,0.3027977016831124,1
68,16,2,91.78468305694074,0,57,731,0.4981306774070797,0.8006607609653271,0.4233376321163964,0.26805129223690194,1
39,8,3,63.58915562564151,0,8,89,0.2939921751911565,0.713549429432807,0.5368370138556713,0.9657196516016525,1
43,10,3,100.0,0,38,924,0.4849037672992251,0.7348302878721675,0.5150728671976007,0.6056201914253574,1
53,11,0,94.5951570775853,1,47,688,0.36399525763467194,0.8255072627672564,0.4175077010469236,0.49214972212274,1
46,6,5,53.01093005217267,0,57,652,0.10119678858358905,0.7217745393875175,0.4694807847309684,0.1309777670909068,1
42,10,4,88.77491236201642,1,62,783,0.40144780391881574,0.669525838992098,0.5632155113543584,0.5978207910962647,1
40,8,1,68.11775827498323,0,70,442,0.18484101419740492,0.7978651455636399,0.6362020572068137,0.2129763038270216,1
44,10,2,78.48318124984189,0,57,153,0.2794387042980093,0.4278509444977243,0.545805386259441,0.8684312936140134,1
66,8,5,93.650253918596,0,89,25,0.24894799317169453,0.8080498215893834,0.36263216371452367,0.24563849047810304,0
47,6,2,58.37480730252744,0,66,359,0.3502104268684825,0.8447147988660907,0.3211378295503806,0.8393241930119707,0
37,8,3,63.04910094267872,1,94,174,0.15427112032876544,0.6803819607363375,0.4191162193236208,0.15792294628122372,1
54,10,0,81.30136896076391,0,68,34,0.33530307179346364,0.5947675923227748,0.49376086765944194,0.14240417000446493,0
48,7,1,64.4984568504118,1,57,107,0.5574599087879828,0.6545196467720623,0.526080295479106,0.04381981507852872,0
48,8,1,36.62728441961105,0,14,731,0.4954937014112787,0.8796415360436904,0.48156804394389285,0.2737748697739135,0
46,10,2,84.45547598769701,1,61,245,0.1621165722505429,0.6197210680905024,0.3313983206556952,0.18020171609512792,1
52,6,4,75.54109518518156,0,79,876,0.21673391860802022,0.38833090004553183,0.5314869921357143,0.19131980274426785,0
46,9,2,69.6499825462329,0,69,86,0.49956406765740485,0.35304573437083114,0.5079078165087266,0.22373265319089375,1
44,9,2,71.8770837199994,0,66,648,0.34728351856984374,0.5587774147635758,0.44492486076835824,0.19402217544620814,1
42,7,1,100.0,0,94,351,0.3124545155116028,0.6236964572414267,0.3946199648040543,0.24989869455734126,0
54,13,1,85.18995250272839,1,18,880,0.09728425197740426,0.4602145141173521,0.5118307909970283,0.5269748271320442,1
49,6,3,57.08552955807694,1,89,133,0.12697320816487115,0.8439987546364783,0.5511926295448735,0.013434903476535753,0
37,10,2,71.84602891643287,0,7,28,0.42143393622356,0.39215390525874166,0.41244154731614247,0.6499641196406144,1
47,11,5,87.78949462405471,1,89,806,0.1703720686398519,0.9288674955595825,0.33635227502677667,0.35490664345375544,1
59,11,3,87.47332321317242,0,9,829,0.5725897531071508,0.7759454593009631,0.4449997683500708,0.5660985680613342,1
44,13,2,47.463246930728154,0,46,364,0.09063599861837203,0.8090392596958654,0.5319284205669246,0.6628034201967803,1
48,11,6,62.48079268597966,0,54,519,0.5103391078635889,0.35023806466000307,0.31388735192955863,0.3644375681506872,1
42,12,1,52.99080183770539,0,84,821,0.30448328097718275,0.7021842753209184,0.38350569002049056,0.3761431493631652,1
46,9,1,79.59497258236854,0,67,816,0.3759419605612436,0.6413256643536538,0.5401553237220478,0.5480671306946391,1
48,9,2,56.393370676350585,0,6,462,0.20159296894848946,0.856812714692611,0.38442131115599204,0.9646291748738668,1
59,12,3,93.32009663433848,0,79,554,0.3179239896947201,0.8532046584847093,0.4439505097031037,0.1588506294118599,1
54,7,3,89.42964032321561,0,75,569,0.3283634466854351,0.9674676051999883,0.5013106954135786,0.5575192985824671,0
48,13,1,66.29785778822577,1,8,486,0.40871646269163014,0.4208880433763819,0.45049475961023877,0.3341997843241622,1
48,11,5,51.027832433786116,0,64,771,0.1975416924266254,0.9160851916355564,0.4799229470359278,0.03747835142577105,1
54,12,3,58.16519633824746,0,42,34,0.19100234558831297,0.6492343788965987,0.5601095285684886,0.5197535815485381,1
41,12,1,76.76608169500884,0,12,646,0.3874763754663949,0.8700657133153525,0.5737920799772942,0.4372536206566686,1
43,16,1,82.7828032372284,0,96,709,0.22993382029138246,0.8053970499988279,0.5188134941529079,0.925265952114541,1
54,8,5,69.4231907321714,2,61,397,0.4260239076438339,0.3537049482258765,0.3138335906925139,0.06050053281701373,1
48,11,2,31.479591075845306,1,56,605,0.4105995294727129,0.9368141657648221,0.5876803886405768,0.0005309198666785253,1
52,11,3,80.20067763403459,2,78,969,0.16841381529819702,0.8447819146388946,0.5333881834626413,0.9508509882377801,1
42,8,1,39.69378158322376,0,72,544,0.09069892542788106,0.6121832314318287,0.4252905209959894,0.22532903728939047,1
51,16,1,38.21325917627499,0,66,825,0.06370190351338927,0.3650040167344329,0.47768750276163563,0.046949224902047004,1
43,11,2,84.97424207514096,0,97,88,0.23505428962906674,0.884710688017483,0.4711764858378298,0.8159246205313037,1
56,13,3,52.210400491669446,0,81,192,0.1260169075874923,0.901366799041994,0.4309310320985624,0.3248913108691376,1
45,8,1,73.75913636606656,2,21,995,0.38171306651121384,0.8535815256082084,0.406217663397169,0.2834498576943335,1
51,11,5,71.3791613666726,0,64,687,0.3301972423335656,0.7482578591077922,0.5277007675379588,0.7979916389093293,1
55,11,1,57.92020207389032,0,23,466,0.16359577018836421,0.5624326857170903,0.597355604403455,0.8304889291803488,1
50,8,4,73.09189924138794,0,55,753,0.1764248118127544,0.4485194438255721,0.5010533636301098,0.09967305743773147,1
45,9,2,61.74497121631532,1,78,732,0.11889887892388544,0.8106681501368371,0.5045265266996536,0.599424216478463,1
52,8,4,70.71345908382767,0,31,158,0.08681118673213796,0.8532968303998781,0.472394236555846,0.23540023540745347,1
45,9,4,64.2070224395058,0,79,300,0.27456964533932093,0.8187228799271545,0.5020455091092831,0.9052711340762332,1
50,12,1,62.47816103855206,1,19,56,0.1851382993611838,0.7980618931459871,0.6349865183662137,0.3964835039092983,1
55,6,3,60.1053520459987,2,8,421,0.2859757092386522,0.8045833399383947,0.3098797686427051,0.41410633055076096,0
42,10,1,56.52324901145697,1,23,582,0.4280813368459213,0.7970654954245041,0.5797727394194326,0.6629729256349886,1
39,3,3,82.78765538352928,1,92,970,0.28814864766849074,0.8593883783673552,0.33187509596553255,0.13850169535614387,0
51,10,4,63.20629047706656,1,68,415,0.47402823211761874,0.8701566540027271,0.3854955046407685,0.3920689554855109,1
50,10,2,53.026252400616585,1,33,405,0.4661679884763086,0.9650532524009957,0.4871837611450537,0.6749877571347979,1
43,10,2,63.86530834292572,1,8,148,0.46991928915090164,0.9284734067421967,0.6742721622194646,0.0021913724494464493,1
59,14,2,62.08261037223634,0,9,292,0.23728871301649357,0.8817583639146321,0.5389612991153436,0.5940562195775559,1
60,11,2,64.08890721027231,0,32,299,0.37443381176048934,0.47649775573712266,0.38830928828184774,0.7645953743555614,1
57,7,2,80.70138554190916,0,9,184,0.2141201974554742,0.8512869663589765,0.5192203452543996,0.2222625423286667,0
51,12,1,60.58342272218473,0,36,567,0.3010644822554642,0.7241096183021778,0.6708295499671456,0.22047169311707393,1
45,9,1,64.30662335624358,0,42,176,0.12320072010948427,0.39559421505459813,0.5916327967414894,0.19177343353250942,1
44,8,4,79.64722643222255,0,92,959,0.3518164184310964,0.6942767061594782,0.5738238388871786,0.336577219192018,1
51,8,2,76.6589588129156,0,17,231,0.4150426238596463,0.8816387044108579,0.4661379672584391,0.9401185704603985,0
48,6,1,59.693688450027366,0,31,70,0.4984033419053838,0.5777156808524672,0.26743511197595543,0.2876698925110811,0
38,6,1,84.49042816753177,0,59,961,0.38205607361365,0.47503874702255094,0.4168951391462391,0.1523670177237062,0
42,8,5,83.6412531486965,0,22,207,0.19822475678074214,0.7931253634609834,0.6811928300512751,0.17168503232499055,1
43,8,3,82.58751961612383,1,98,641,0.49075250708449264,0.7181351426996505,0.5192127147190582,0.8892768824360212,1
48,10,1,74.53844998222802,3,37,91,0.13701366362515183,0.8858674336077529,0.4884344148205467,0.23237909275493285,1
54,10,4,67.39513450568671,0,46,987,0.08173963322914761,0.7254983553045924,0.41256637888484654,0.12378781217175505,1
63,17,4,53.88729100203187,1,53,266,0.26003150775861766,0.8836562932445332,0.7204272435089455,0.3954536893421907,1
42,8,5,49.24599991544121,0,66,579,0.03675404793457055,0.653747632369441,0.5497390180366574,0.7708143709542999,1
49,9,4,68.72811956831727,1,86,681,0.25518485093341137,0.6430967840017114,0.5766068502694631,0.4104122046976908,1
53,6,1,70.21303154953634,2,66,44,0.6544511757928845,0.6468148678748131,0.4560858411770792,0.5371722341055833,0
55,12,2,66.08211281949964,0,89,860,0.5434679711140411,0.7233661597895803,0.3526995498816745,0.4637070988749986,1
60,13,4,68.33498279749564,2,22,100,0.18956222506204523,0.6640458455431353,0.5197634354054174,0.039454741380137826,1
44,9,5,90.45420027694956,0,36,292,0.30020033845746996,0.7169084386127489,0.4631724628275184,0.8080270982034471,1
45,12,0,94.41047657597287,0,42,234,0.09377872978408575,0.8235580253184166,0.4872546641655171,0.8071073042129263,1
41,10,1,53.41080945474839,1,64,299,0.3512893492614736,0.5569817902780159,0.4910630316789769,0.11060882172093633,1
50,13,2,74.32771664220776,0,84,509,0.22016459807043906,0.5528458339404535,0.5549179898257279,0.8726387006921992,1
44,5,2,70.77953298661397,0,77,406,0.5683808009892517,0.353665081647169,0.4930868382341285,0.9238192852617095,0
56,10,2,80.12447233951197,1,32,290,0.08174046058266235,0.8480322541946486,0.5694677794683771,0.9265134920561733,1
48,8,2,96.00315854849384,1,31,272,0.047671699886368324,0.7722383930934695,0.4712867157552374,0.27562034840916083,1
64,14,7,100.0,1,15,960,0.1865376531175593,0.7081844111496243,0.33833885358490157,0.8108195077917844,1
56,11,4,80.79430340198506,0,36,21,0.024221321574253888,0.6225157276008233,0.47151246749071707,0.060493626687305846,1
48,12,3,70.60106183241139,1,33,760,0.6151749671772103,0.7024179973580653,0.4036550779435366,0.47161084123356967,1
54,10,2,64.56153933860023,1,76,797,0.4031173077355367,0.5751563170719557,0.548970247450118,0.4961946297229264,1
51,8,4,100.0,2,10,672,0.2814128983674934,0.8897465931091344,0.5910735071132084,0.8703337502101827,1
50,8,1,58.488770498538386,0,7,210,0.7692064131274834,0.6436603778840372,0.42204268607532325,0.49649824892390226,0
48,7,1,82.34063901438259,0,48,288,0.49267028388577216,0.7300705445387291,0.4719136211565005,0.8475571330531043,0
55,8,6,66.03695854585118,1,11,942,0.265238368259412,0.895533772429525,0.566704591518867,0.4986998427956445,1
48,7,2,49.920544284957046,0,75,471,0.2215522968121427,0.7799274807217071,0.4800939327467823,0.8510910730452326,0
43,3,1,95.73271544499153,0,7,231,0.21967039129121654,0.9357175516756888,0.6321967021580954,0.07203634293848449,0
61,14,6,43.86612933733499,0,76,357,0.16888002764031243,0.8220502511928998,0.3809433087296514,0.009633774845984044,1
58,11,7,37.76853116993714,2,94,259,0.23853342497810207,0.7068799814052913,0.5084223111890531,0.7974571785236041,1
67,7,5,80.50173438322464,0,35,532,0.25576623382192687,0.5480085807611931,0.43214887949728603,0.23717528468591476,0
47,8,1,65.43518021470855,3,95,830,0.6092988313540718,0.8359025430795075,0.5543377792950015,0.7090201260936544,1
50,14,1,76.47391418589153,0,52,979,0.18215784647075972,0.7611554340034882,0.5753702446379793,0.7041634727029359,1
44,9,2,69.89296719836976,1,42,913,0.23065184290772142,0.6678530296060838,0.5607828105108281,0.9948774478181881,1
46,16,2,79.00922993098192,0,5,884,0.5905618732423599,0.7723916507978847,0.5088011361857068,0.7303765946844484,1
59,12,8,65.56455619707738,1,37,194,0.2091628463593252,0.4587326548821588,0.42706240636908177,0.37857274381319017,1
41,13,5,83.5335450058785,2,85,126,0.44515053365777263,0.9484198824003405,0.6038984117162363,0.7395523061683664,1
65,10,6,83.96568015852064,0,45,268,0.3059808921702509,0.6097706026030931,0.5518898117090685,0.6379868892059736,1
46,8,0,93.23368446159219,0,41,549,0.2834284758242023,0.9400469078127771,0.3227919767911137,0.3558908538807226,0
53,12,4,88.9604383502189,0,89,787,0.35472635703476635,0.8527428743064162,0.4453637220501735,0.5877290297735459,1
40,14,4,68.40326863490877,0,89,749,0.2863101226850467,0.6978436238593012,0.29747681756383737,0.7547998089331607,1
46,12,2,80.4424021516731,0,96,291,0.33495698166914584,0.6558407270048736,0.7011319025947731,0.7147327204091968,1
55,11,1,76.26047861578172,0,74,718,0.27037117116933546,0.7895124379536148,0.4264041927143538,0.8678377229615722,1
65,9,4,76.31641862693384,1,73,62,0.4864874834118781,0.5959168043545674,0.5492575899310591,0.16111731871033508,1
59,11,1,50.14347434199152,1,60,821,0.5287583218835126,0.7855310200041478,0.4438735971990804,0.22782199123280977,1
54,7,5,81.29829181299942,0,77,831,0.18690277854651324,0.7096976267194373,0.49830197650028885,0.7008351208369683,1
54,9,1,79.13108895732917,0,39,992,0.14100739201371332,0.6803027392685788,0.44128703884249637,0.4090124909768893,0
59,10,3,97.30426000777443,0,57,916,0.3191209771971981,0.749381549904231,0.2472090018449032,0.1831165721290523,1
35,6,5,87.48374332368977,0,14,592,0.13193004044454965,0.5788106224091175,0.23748808605115806,0.46508582887990824,1
49,13,6,72.24359872188069,0,33,966,0.2331443329188634,0.7385125055749964,0.485037547256041,0.24757168129688623,1
47,7,3,68.473728696182,0,52,255,0.14236647682586287,0.8322675033246645,0.5525758972043386,0.8873775579227181,1
58,10,5,54.93886064752793,0,82,334,0.15364880630835673,0.5534338061413827,0.36711717277334566,0.38841777664909216,1
43,7,5,97.26570576372283,1,74,953,0.22733707414654095,0.6066810596525042,0.4363880554089682,0.3839205361770036,1
50,8,5,54.01875829927266,1,90,539,0.09100856717408644,0.9546091639242585,0.45928913643448543,0.41979187065832513,1
49,9,3,41.96511557604856,0,20,504,0.37126442942920335,0.4150725739031952,0.45286445442429857,0.6869893709478222,1
58,9,4,83.49819749690758,0,23,111,0.3073682168948089,0.6856735944399381,0.5645668330793394,0.4236039434786619,1
54,16,3,71.3043793939478,0,45,195,0.08727576839114515,0.7075855731158112,0.45378164194101567,0.23476525889226496,1
47,9,2,73.96618052184718,0,79,652,0.42592972039728744,0.9040728183117922,0.4191451557689394,0.21680322758044102,1
55,7,5,72.79853755325679,1,64,550,0.5528607530140855,0.14875817962110824,0.5771614815112309,0.8258939104289834,1
48,9,3,54.12931581629658,0,34,458,0.3879926307085922,0.6026887785577951,0.6486936632043107,0.4006778579719097,1
54,8,4,75.53278618801347,0,73,492,0.5352434220680155,0.8391469436036256,0.45420849778518513,0.32701128523942424,1
45,7,0,65.15823301273826,0,52,744,0.10067801690297473,0.9046192652063934,0.31392719214934905,0.9224665570744286,0
64,11,3,63.05843184359214,0,11,633,0.19850458556759,0.9370859949147338,0.6463746957614765,0.6207540602435263,1
56,8,2,91.3455106533487,1,58,934,0.21901877637132386,0.6015895096865124,0.6341377527440287,0.9104022894666585,0
41,10,2,81.8663704737667,0,81,546,0.32645768355581095,0.6555822060320646,0.5250642313547882,0.7700367326722053,1
47,12,3,35.48615059653906,1,83,362,0.19586031368310236,0.8088910416404448,0.391404663596989,0.8700973728999649,1
47,9,4,73.24461511556612,0,72,50,0.13169761454691128,0.5521371147581974,0.7199893961946884,0.9075618001691759,1
49,11,0,85.99083542318192,1,68,886,0.2926880071839385,0.6882352794286791,0.330133104889641,0.7968672499306939,1
50,9,1,51.31072726773482,0,39,118,0.07333762941836228,0.584386167968025,0.4461276989894866,0.961800253216805,0
44,6,4,57.044982070124,1,61,731,0.3392997514110286,0.6853831741525381,0.5066485859404654,0.6091378373164074,1
53,10,6,85.00397853809491,0,73,735,0.06526873051792455,0.8957164269061394,0.6218377684781696,0.588648593793618,1
48,10,0,63.19020025229184,0,81,134,0.4083640719555778,0.8530597757560437,0.4690851999326851,0.3603228008877244,1
56,6,2,40.32668864331259,1,88,241,0.21084315979043694,0.6027928928402385,0.357076540921651,0.8186241967990205,0
57,13,0,87.99612838522415,0,76,847,0.23856774097596398,0.6355375579612468,0.5512738769790676,0.5248256908186676,1
48,11,3,67.38540958829692,0,51,189,0.19812612685355324,0.9723871178858517,0.5729362830473893,0.15058769281197826,1
45,12,3,75.6055348117138,0,66,966,0.14245964891828908,0.803319290209847,0.5045795531722057,0.3621966099390871,1
50,6,3,69.26076744085054,0,21,613,0.21516237993006945,0.6251090603871884,0.5151413589029463,0.8343332450705214,0
49,1,3,86.81465571546444,0,73,768,0.37867353455877056,0.6888042962448424,0.4579740151709914,0.9061849487918816,0
47,6,2,53.5153379696343,0,67,50,0.10017242622566488,0.6708156729888137,0.5422897305155894,0.2763590510052809,0
43,12,1,79.96174629461007,0,68,961,0.26260443901250363,0.8078042540449952,0.5120380565880999,0.15933040425719203,1
44,11,3,89.78051228743803,1,99,642,0.1543637462394811,0.8517177140208453,0.48855783994400453,0.839359619021513,1
55,14,4,49.75945319673112,0,63,350,0.1903129658751456,0.38877456853892456,0.5190016822470068,0.6724600947224141,1
40,8,3,58.906862187014006,1,76,940,0.40390869439927113,0.8163087487489223,0.5094702498920909,0.08444083578319328,1
48,10,5,94.66953362287768,0,70,357,0.27116046173866615,0.5420774454739012,0.3868129622341832,0.37891815433287,1
50,8,3,86.21744355593883,0,5,291,0.3941642787864797,0.7114855005250554,0.41951025938390674,0.08297964661924617,1
47,12,0,57.7102556292085,0,94,255,0.1466358934375765,0.5221233328977292,0.5125172342430693,0.7839611384820859,1
55,14,0,51.78248998979212,0,11,79,0.691934694653601,0.8621659515708915,0.22719288016323425,0.9503443215110315,1
44,8,3,74.24024040416913,1,16,901,0.397430749004951,0.6735795662219546,0.3025045824764975,0.04244048820185531,1
43,7,0,74.94419360819937,0,82,90,0.24695013409313593,0.6009103466593053,0.41678341605577285,0.12260902595664547,0
48,11,2,69.11285853843066,1,91,162,0.20461724207601464,0.6873566054188085,0.5707692980755239,0.3466478222543524,1
47,4,1,100.0,1,29,356,0.1422099118836665,0.42177162111035993,0.6474256952932853,0.11934216337588799,0
54,14,6,79.70126570823625,1,29,140,0.14940666976052497,0.6238884042475821,0.37416361835023626,0.06815527718681336,1
56,11,2,57.39333899479412,1,83,651,0.19163850489267586,0.6321783040004256,0.4608907843735961,0.5637810080171027,1
59,11,1,85.86475293856378,0,26,479,0.12892628307201084,0.6955322280242722,0.49662503210783693,0.41187254515126326,0
54,12,6,70.87266249211824,1,15,94,0.19494373890310907,0.7878447490218397,0.6899613314673823,0.5097964755485407,1
44,10,2,59.84926300465369,1,30,733,0.15364245334587112,0.5513961145639557,0.5301020528601303,0.9068968149228781,1
46,7,0,83.5155780561258,0,93,141,0.428101636297479,0.6495367235221067,0.6538450785780957,0.9881548615442481,0
44,13,4,92.13387081359892,1,45,112,0.4822029148787089,0.8111218320966334,0.4778176905156951,0.9057645036790718,1
37,13,1,73.23773995555747,0,28,691,0.13682700327158387,0.6239709830842787,0.5901419068684401,0.22564779532955437,1
51,10,4,55.341018029611604,0,67,387,0.37831412247047375,0.6524729355890735,0.5549293039988203,0.9986202290186036,1
48,10,3,71.69673797376603,0,88,805,0.705333576735995,0.9257351981077646,0.35097665679994006,0.9399548140659868,1
59,12,1,55.65735452642001,2,10,488,0.32751594770380765,0.9591882918542736,0.5232963591055224,0.9713104897561046,1
50,10,3,73.39755752893767,1,29,637,0.18071007596088537,0.9296256392681683,0.506924114090019,0.6878553209508843,1
40,12,2,81.31720191172595,0,19,751,0.11346677655193399,0.8361083933424623,0.43051602112622295,0.8622744902832613,1
36,5,2,40.35067157313863,0,56,353,0.362216022115711,0.8870915974576231,0.4052202727297814,0.30794593526423164,0
46,6,4,80.73278767221404,0,82,879,0.20126384447292708,0.569732871943187,0.5851963696146556,0.4218388647868213,1
42,12,1,64.39358063006306,1,93,579,0.3989240821802373,0.9063953148516354,0.5192963865144982,0.5484075874922382,1
40,6,1,61.56582477372102,1,9,80,0.2696333763911297,0.5421233874004378,0.6591644758240232,0.8823260986299442,0
40,10,7,50.08999444954835,1,57,326,0.5135740359562524,0.5048159211185645,0.6225747088763486,0.7810790552663057,1
61,10,3,53.897470698165186,1,85,912,0.2955522527111548,0.6902217659452384,0.501553130050964,0.41446490312380213,1
57,17,3,96.46973236182458,1,67,962,0.07511725531306555,0.732142438964307,0.5426474875422733,0.09269388007366264,1
38,10,1,82.74019192182536,0,37,227,0.20997236190761892,0.5465486090175848,0.4973984103445407,0.26159009182061077,1
